Id,Sales
1,1585.8538818359375
857,1585.8538818359375
1713,1585.8538818359375
2569,1585.8538818359375
4281,1472.2578125
5137,1207.8575439453125
5993,1207.8575439453125
6849,1207.8575439453125
7705,1207.8575439453125
8561,1207.8575439453125
10273,1472.2578125
11129,1585.8538818359375
11985,1585.8538818359375
12841,1585.8538818359375
13697,1585.8538818359375
14553,1585.8538818359375
16265,1472.2578125
17121,1207.8575439453125
17977,1207.8575439453125
18833,1207.8575439453125
19689,1207.8575439453125
20545,1207.8575439453125
22257,1472.2578125
23113,1585.8538818359375
23969,1585.8538818359375
24825,1585.8538818359375
25681,1585.8538818359375
26537,1585.8538818359375
28249,1472.2578125
29105,1207.8575439453125
29961,1207.8575439453125
30817,1207.8575439453125
31673,1207.8575439453125
32529,1207.8575439453125
34241,1472.2578125
35097,1585.8538818359375
35953,1585.8538818359375
36809,1585.8538818359375
37665,1585.8538818359375
38521,1585.8538818359375
40233,1472.2578125
2,2542.689208984375
858,2542.689208984375
1714,2542.689208984375
2570,3019.85205078125
4282,1330.74365234375
5138,1732.57177734375
5994,1732.57177734375
6850,1732.57177734375
7706,1732.57177734375
8562,1732.57177734375
10274,1330.74365234375
11130,2542.689208984375
11986,2542.689208984375
12842,2542.689208984375
13698,2542.689208984375
14554,3019.85205078125
16266,1330.74365234375
17122,1732.57177734375
17978,1732.57177734375
18834,1732.57177734375
19690,1732.57177734375
20546,1732.57177734375
22258,1330.74365234375
23114,2542.689208984375
23970,2542.689208984375
24826,2542.689208984375
25682,2542.689208984375
26538,3019.85205078125
28250,1330.74365234375
29106,1732.57177734375
29962,1732.57177734375
30818,1732.57177734375
31674,1732.57177734375
32530,1732.57177734375
34242,1330.74365234375
35098,2542.689208984375
35954,2542.689208984375
36810,2542.689208984375
37666,2542.689208984375
38522,3019.85205078125
40234,1330.74365234375
3,2870.5478515625
859,2870.5478515625
1715,3322.90966796875
2571,3716.34521484375
4283,1836.646728515625
5139,2391.956787109375
5995,2391.956787109375
6851,2391.956787109375
7707,2391.956787109375
8563,2391.956787109375
10275,1836.646728515625
11131,2870.5478515625
11987,2870.5478515625
12843,2870.5478515625
13699,3322.90966796875
14555,3716.34521484375
16267,1836.646728515625
17123,2391.956787109375
17979,2391.956787109375
18835,2391.956787109375
19691,2391.956787109375
20547,2391.956787109375
22259,1836.646728515625
23115,2870.5478515625
23971,2870.5478515625
24827,2870.5478515625
25683,3322.90966796875
26539,3716.34521484375
28251,1836.646728515625
29107,2391.956787109375
29963,2391.956787109375
30819,2391.956787109375
31675,2391.956787109375
32531,2391.956787109375
34243,1836.646728515625
35099,2870.5478515625
35955,2870.5478515625
36811,2870.5478515625
37667,3322.90966796875
38523,3716.34521484375
40235,1836.646728515625
4,2097.61181640625
860,2097.61181640625
1716,2097.61181640625
2572,2551.675537109375
4284,893.75341796875
5140,1439.8572998046875
5996,1439.8572998046875
6852,1439.8572998046875
7708,1439.8572998046875
8564,1439.8572998046875
10276,893.75341796875
11132,1707.9566650390625
11988,2097.61181640625
12844,2097.61181640625
13700,2097.61181640625
14556,2551.675537109375
16268,893.75341796875
17124,1439.8572998046875
17980,1439.8572998046875
18836,1439.8572998046875
19692,1439.8572998046875
20548,1439.8572998046875
22260,893.75341796875
23116,1707.9566650390625
23972,2097.61181640625
24828,2097.61181640625
25684,2097.61181640625
26540,2551.675537109375
28252,893.75341796875
29108,1439.8572998046875
29964,1439.8572998046875
30820,1439.8572998046875
31676,1439.8572998046875
32532,1439.8572998046875
34244,893.75341796875
35100,1707.9566650390625
35956,2097.61181640625
36812,2097.61181640625
37668,2097.61181640625
38524,2551.675537109375
40236,893.75341796875
5,2124.017333984375
861,2124.017333984375
1717,2124.017333984375
2573,2781.458984375
4285,1716.8492431640625
5141,1716.8492431640625
5997,1716.8492431640625
6853,1716.8492431640625
7709,1716.8492431640625
8565,1716.8492431640625
10277,1716.8492431640625
11133,2124.017333984375
11989,2124.017333984375
12845,2124.017333984375
13701,2124.017333984375
14557,2781.458984375
16269,1716.8492431640625
17125,1716.8492431640625
17981,1716.8492431640625
18837,1716.8492431640625
19693,1716.8492431640625
20549,1716.8492431640625
22261,1716.8492431640625
23117,2124.017333984375
23973,2124.017333984375
24829,2124.017333984375
25685,2124.017333984375
26541,2781.458984375
28253,1716.8492431640625
29109,1716.8492431640625
29965,1716.8492431640625
30821,1716.8492431640625
31677,1716.8492431640625
32533,1716.8492431640625
34245,1716.8492431640625
35101,2124.017333984375
35957,2124.017333984375
36813,2124.017333984375
37669,2124.017333984375
38525,2781.458984375
40237,1716.8492431640625
6,1798.7080078125
862,1798.7080078125
1718,1798.7080078125
2574,2206.301513671875
4286,1485.3538818359375
5142,1485.3538818359375
5998,1485.3538818359375
6854,1485.3538818359375
7710,1485.3538818359375
8566,1485.3538818359375
10278,1485.3538818359375
11134,1798.7080078125
11990,1798.7080078125
12846,1798.7080078125
13702,1798.7080078125
14558,2206.301513671875
16270,1485.3538818359375
17126,1485.3538818359375
17982,1485.3538818359375
18838,1485.3538818359375
19694,1485.3538818359375
20550,1485.3538818359375
22262,1485.3538818359375
23118,1798.7080078125
23974,1798.7080078125
24830,1798.7080078125
25686,1798.7080078125
26542,2206.301513671875
28254,1485.3538818359375
29110,1485.3538818359375
29966,1485.3538818359375
30822,1485.3538818359375
31678,1485.3538818359375
32534,1485.3538818359375
34246,1485.3538818359375
35102,1798.7080078125
35958,1798.7080078125
36814,1798.7080078125
37670,1798.7080078125
38526,2206.301513671875
40238,1485.3538818359375
7,2676.603759765625
863,2676.603759765625
1719,2676.603759765625
2575,3052.00537109375
4287,1928.4222412109375
5143,2185.323974609375
5999,2185.323974609375
6855,2185.323974609375
7711,2185.323974609375
8567,2185.323974609375
10279,1928.4222412109375
11135,2676.603759765625
